"location.name","collected","event.count","treatment.name","duplicate","sample.id","analyte","result","units","non.detect","method","cas.number","mdl","rl","event.type","lab.id.x","dilution","result.reported.to","flag","method.name","flow.vol.liter","long","lat","received","SAMPLE.ID","year"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-1","Selenium, Total",0.009,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-1","Selenium, Total",0.0092,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-2","Selenium, Total",0.0081,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-2","Selenium, Total",0.0084,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-IN-2","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-IN-D-2","Selenium, Total",0.0092,"mg/L",FALSE,"200.8","SE",0.2,0.2,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D-2","2021"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-IN","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-IN-D","Selenium, Total",0.01,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-OT","Selenium, Total",0.0091,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-OT-D","Selenium, Total",0.0086,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-IN","Selenium, Total",0.0086,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-IN-D","Selenium, Total",0.0087,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-OT","Selenium, Total",0.0084,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-OT-D","Selenium, Total",0.0085,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-IN","Selenium, Total",0.0096,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-IN","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-OT","Selenium, Total",0.008,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,TRUE,"A2-04-OT-D","Selenium, Total",0.0092,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-IN-1","Selenium, Total",0.0081,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-IN-1-D","Selenium, Total",0.0095,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-IN-1-D","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,FALSE,"A2-05-OT-1","Selenium, Total",0.0083,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1","2022"
"ARDEC","8/20/2022","Irrigation 5",NA,TRUE,"A2-05-OT-1-D","Selenium, Total",0.0089,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-05-OT-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-IN-1","Selenium, Total",0.00954,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-IN-1-D","Selenium, Total",0.00934,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-IN-1-D","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,FALSE,"A2-06-OT-1","Selenium, Total",0.00823,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1","2022"
"ARDEC","8/26/2022","Irrigation 6",NA,TRUE,"A2-06-OT-1-D","Selenium, Total",0.00831,"mg/L",FALSE,"200.8","SE",2e-04,2e-04,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-06-OT-1-D","2022"
"ARDEC","8/23/2023","Irrigation 2",NA,FALSE,"A2-02-OT-ISC-4","Specific Conductance",0.1709,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-02-OT-ISC-4","2023"
"ARDEC","8/15/2023","Irrigation 2",NA,TRUE,"A2-02-OT-ISC-4-D","Specific Conductance",0.1692,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-02-OT-ISC-4-D","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,FALSE,"A2-03-IN-ISC-4","Specific Conductance",0.1675,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Inflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-IN-ISC-4","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,TRUE,"A2-03-IN-ISC-4-D","Specific Conductance",0.1679,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Inflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-IN-ISC-4-D","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,FALSE,"A2-03-OT-ISC-4","Specific Conductance",0.1675,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-OT-ISC-4","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,TRUE,"A2-03-OT-ISC-4-D","Specific Conductance",0.1677,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-OT-ISC-4-D","2023"
"ARDEC","8/1/2023","Storm 1",NA,FALSE,"A2-S1-OT-ISC-4","Specific Conductance",0.455,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-S1-OT-ISC-4","2023"
"ARDEC","8/1/2023","Storm 1",NA,TRUE,"A2-S1-OT-ISC-4-D","Specific Conductance",0.357,"dS/m",FALSE,"E120.1 - COND_W","",5,5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-S1-OT-ISC-4-D","2023"
"ARDEC","6/7/2021","Irrigation 1",NA,FALSE,"A2-01-OT-1","Suspended Solids (Residue, Non-Filterable)",196.6666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-1","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,TRUE,"A2-01-OT-1-D","Suspended Solids (Residue, Non-Filterable)",56.66666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-1-D","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,FALSE,"A2-01-OT-2","Suspended Solids (Residue, Non-Filterable)",43.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-2","2021"
"ARDEC","6/7/2021","Irrigation 1",NA,TRUE,"A2-01-OT-2-D","Suspended Solids (Residue, Non-Filterable)",50,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-01-OT-2-D","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,FALSE,"A2-02-OT-1","Suspended Solids (Residue, Non-Filterable)",43.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-1","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,TRUE,"A2-02-OT-D","Suspended Solids (Residue, Non-Filterable)",53.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,FALSE,"A2-02-IN","Suspended Solids (Residue, Non-Filterable)",163.3333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2021"
"ARDEC","6/15/2021","Irrigation 2",NA,TRUE,"A2-02-IN-D","Suspended Solids (Residue, Non-Filterable)",223.3333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-1","Suspended Solids (Residue, Non-Filterable)",73.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-1","Suspended Solids (Residue, Non-Filterable)",66.66666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-1","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-OT-2","Suspended Solids (Residue, Non-Filterable)",33.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-OT-D-2","Suspended Solids (Residue, Non-Filterable)",50,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,FALSE,"A2-03-IN-2","Suspended Solids (Residue, Non-Filterable)",113.3333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-2","2021"
"ARDEC","6/30/2021","Irrigation 3",NA,TRUE,"A2-03-IN-D-2","Suspended Solids (Residue, Non-Filterable)",130,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D-2","2021"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-IN","Suspended Solids (Residue, Non-Filterable)",550,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-IN-D","Suspended Solids (Residue, Non-Filterable)",523.33,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-IN-D","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,FALSE,"A2-02-OT","Suspended Solids (Residue, Non-Filterable)",100,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT","2022"
"ARDEC","7/13/2022","Irrigation 2",NA,TRUE,"A2-02-OT-D","Suspended Solids (Residue, Non-Filterable)",103.33,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-02-OT-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-IN","Suspended Solids (Residue, Non-Filterable)",363.3333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-IN-D","Suspended Solids (Residue, Non-Filterable)",353.3333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-IN-D","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,FALSE,"A2-03-OT","Suspended Solids (Residue, Non-Filterable)",36.66667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT","2022"
"ARDEC","7/19/2022","Irrigation 3",NA,TRUE,"A2-03-OT-D","Suspended Solids (Residue, Non-Filterable)",56.66667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-03-OT-D","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-IN","Suspended Solids (Residue, Non-Filterable)",250,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Inflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-IN","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,FALSE,"A2-04-OT","Suspended Solids (Residue, Non-Filterable)",36.67,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT","2022"
"ARDEC","7/27/2022","Irrigation 4",NA,TRUE,"A2-04-OT-D","Suspended Solids (Residue, Non-Filterable)",36.67,"mg/L",FALSE,"E160.2 - TSS_W_160.2","TSS",2.5,2.5,"Outflow","",NA,"","","ISCO",NA,NA,NA,"","A2-04-OT-D","2022"
"ARDEC","8/23/2023","Irrigation 2",NA,FALSE,"A2-02-OT-ISC-4","Suspended Solids (Residue, Non-Filterable)",73.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-02-OT-ISC-4","2023"
"ARDEC","8/15/2023","Irrigation 2",NA,TRUE,"A2-02-OT-ISC-4-D","Suspended Solids (Residue, Non-Filterable)",70,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-02-OT-ISC-4-D","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,FALSE,"A2-03-IN-ISC-4","Suspended Solids (Residue, Non-Filterable)",1076.666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Inflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-IN-ISC-4","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,TRUE,"A2-03-IN-ISC-4-D","Suspended Solids (Residue, Non-Filterable)",966.6666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Inflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-IN-ISC-4-D","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,FALSE,"A2-03-OT-ISC-4","Suspended Solids (Residue, Non-Filterable)",83.33333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-OT-ISC-4","2023"
"ARDEC","8/23/2023","Irrigation 3",NA,TRUE,"A2-03-OT-ISC-4-D","Suspended Solids (Residue, Non-Filterable)",70,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-03-OT-ISC-4-D","2023"
"ARDEC","8/1/2023","Storm 1",NA,FALSE,"A2-S1-OT-ISC-4","Suspended Solids (Residue, Non-Filterable)",913.3333333,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-S1-OT-ISC-4","2023"
"ARDEC","8/1/2023","Storm 1",NA,TRUE,"A2-S1-OT-ISC-4-D","Suspended Solids (Residue, Non-Filterable)",756.6666667,"mg/L",FALSE,"E160.2 - TSS_W_160.2","",2.5,2.5,"Outflow","",1,"RL","","ISCO",NA,NA,NA,"","A2-S1-OT-ISC-4-D","2023"
"ARDEC","7/18/2023 16:00","Irrigation 1",NA,FALSE,"A2-01-IN-ISC","Total Dissolved Solids (Residue, Filterable)",4560,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Inflow","HS23071046-06",1,"RL","","ISCO",NA,NA,NA,"7/18/2023 13:35","A2-01-IN-ISC","2023"
"ARDEC","7/18/2023 16:00","Irrigation 1",NA,FALSE,"A2-01-OT-ISC","Total Dissolved Solids (Residue, Filterable)",1400,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Outflow","HS23071046-04",1,"RL","","ISCO",NA,NA,NA,"7/18/2023 13:35","A2-01-OT-ISC","2023"
"ARDEC","8/16/2023 3:00","Irrigation 2",NA,FALSE,"A2-02-OT-ISC","Total Dissolved Solids (Residue, Filterable)",2340,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Outflow","HS23081137-01",1,"RL","","ISCO",NA,NA,NA,"8/18/2023 9:50","A2-02-OT-ISC","2023"
"ARDEC","8/16/2023 3:00","Irrigation 2",NA,TRUE,"A2-02-OT-ISC-D","Total Dissolved Solids (Residue, Filterable)",1310,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Outflow","HS23081137-02",1,"RL","","ISCO",NA,NA,NA,"8/18/2023 9:50","A2-02-OT-ISC-D","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,FALSE,"A2-03-IN-ISC","Total Dissolved Solids (Residue, Filterable)",1170,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Inflow","HS23081394-04",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-IN-ISC","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,TRUE,"A2-03-IN-ISC-D","Total Dissolved Solids (Residue, Filterable)",1240,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Inflow","HS23081394-05",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-IN-ISC-D","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,FALSE,"A2-03-OT-ISC","Total Dissolved Solids (Residue, Filterable)",1340,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Outflow","HS23081394-01",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-OT-ISC","2023"
"ARDEC","8/22/2023 16:00","Irrigation 3",NA,TRUE,"A2-03-OT-ISC-D","Total Dissolved Solids (Residue, Filterable)",1360,"mg/L",FALSE,"E160.1 - TDS_W_160.1","TDS",5,10,"Outflow","HS23081394-02",1,"RL","","ISCO",NA,NA,NA,"8/23/2023 8:00","A2-03-OT-ISC-D","2023"
